Date,Adj Close,Close,High,Low,Open,Volume
1984-10-17,0.11079336702823639,0.1445309966802597,0.1484380066394806,0.1445309966802597,0.1445309966802597,9868800
1984-10-18,0.1137884259223938,0.1484380066394806,0.15625,0.1484380066394806,0.1484380066394806,5324800
1984-10-19,0.11079336702823639,0.1445309966802597,0.1484380066394806,0.1445309966802597,0.1484380066394806,3043200
1984-10-22,0.11079336702823639,0.1445309966802597,0.1484380066394806,0.1445309966802597,0.1445309966802597,2326400
1984-10-23,0.10779915004968643,0.140625,0.1445309966802597,0.140625,0.1445309966802597,787200
1984-10-24,0.11079336702823639,0.1445309966802597,0.1484380066394806,0.1445309966802597,0.1445309966802597,230400
1984-10-25,0.10779915004968643,0.140625,0.1484380066394806,0.140625,0.1445309966802597,1587200
1984-10-26,0.10779915004968643,0.140625,0.1445309966802597,0.140625,0.140625,758400
1984-10-29,0.10779915004968643,0.140625,0.1445309966802597,0.140625,0.140625,614400
1984-10-30,0.10779915004968643,0.140625,0.1484380066394806,0.140625,0.140625,192000
1984-10-31,0.11079336702823639,0.1445309966802597,0.1484380066394806,0.1445309966802597,0.1445309966802597,297600
1984-11-01,0.10779915004968643,0.140625,0.1445309966802597,0.140625,0.1445309966802597,352000
1984-11-02,0.10779915004968643,0.140625,0.1445309966802597,0.140625,0.140625,1638400
1984-11-05,0.10480491071939468,0.1367190033197403,0.140625,0.1367190033197403,0.140625,534400
1984-11-06,0.10480491071939468,0.1367190033197403,0.140625,0.1367190033197403,0.1367190033197403,544000
1984-11-07,0.10480491071939468,0.1367190033197403,0.140625,0.1367190033197403,0.1367190033197403,76800
1984-11-08,0.10480491071939468,0.1367190033197403,0.140625,0.1367190033197403,0.1367190033197403,44800
1984-11-09,0.10480491071939468,0.1367190033197403,0.140625,0.1367190033197403,0.1367190033197403,896000
1984-11-12,0.10480491071939468,0.1367190033197403,0.140625,0.1367190033197403,0.1367190033197403,300800
1984-11-13,0.10480491071939468,0.1367190033197403,0.140625,0.1367190033197403,0.1367190033197403,464000
1984-11-14,0.10181073844432831,0.1328130066394806,0.140625,0.1328130066394806,0.1367190033197403,1523200
1984-11-15,0.10181073844432831,0.1328130066394806,0.1367190033197403,0.1328130066394806,0.1328130066394806,156800
1984-11-16,0.09582149237394333,0.125,0.1367190033197403,0.125,0.1328130066394806,579200
1984-11-19,0.09582149237394333,0.125,0.1367190033197403,0.125,0.125,358400
1984-11-20,0.09282727539539337,0.1210940033197403,0.1289059966802597,0.1210940033197403,0.125,179200
1984-11-21,0.09282727539539337,0.1210940033197403,0.1289059966802597,0.1210940033197403,0.1210940033197403,905600
1984-11-23,0.09282727539539337,0.1210940033197403,0.1289059966802597,0.1210940033197403,0.1210940033197403,25600
1984-11-26,0.09582149237394333,0.125,0.1289059966802597,0.125,0.125,166400
1984-11-27,0.0988156870007515,0.1289059966802597,0.1328130066394806,0.1289059966802597,0.1289059966802597,147200
1984-11-28,0.0988156870007515,0.1289059966802597,0.1328130066394806,0.1289059966802597,0.1289059966802597,492800
1984-11-29,0.0988156870007515,0.1289059966802597,0.1328130066394806,0.1289059966802597,0.1289059966802597,262400
1984-11-30,0.0988156870007515,0.1289059966802597,0.1328130066394806,0.1289059966802597,0.1289059966802597,556800
1984-12-03,0.09582149237394333,0.125,0.1328130066394806,0.125,0.1289059966802597,380800
1984-12-04,0.09282727539539337,0.1210940033197403,0.1289059966802597,0.1210940033197403,0.125,217600
1984-12-05,0.09282727539539337,0.1210940033197403,0.1289059966802597,0.1210940033197403,0.1210940033197403,102400
1984-12-06,0.08983301371335983,0.1171879991889,0.125,0.1171879991889,0.1210940033197403,630400
1984-12-07,0.08983301371335983,0.1171879991889,0.1210940033197403,0.1171879991889,0.1171879991889,86400
1984-12-10,0.08983301371335983,0.1171879991889,0.1210940033197403,0.1171879991889,0.1171879991889,2099200
1984-12-11,0.08983301371335983,0.1171879991889,0.1210940033197403,0.1171879991889,0.1171879991889,188800
1984-12-12,0.08983301371335983,0.1171879991889,0.1210940033197403,0.1171879991889,0.1171879991889,393600
1984-12-13,0.08983301371335983,0.1171879991889,0.1210940033197403,0.1171879991889,0.1171879991889,102400
1984-12-14,0.08983301371335983,0.1171879991889,0.1210940033197403,0.1171879991889,0.1171879991889,89600
1984-12-17,0.08983301371335983,0.1171879991889,0.1210940033197403,0.1171879991889,0.1171879991889,102400
1984-12-18,0.08983301371335983,0.1171879991889,0.1210940033197403,0.1171879991889,0.1171879991889,214400
1984-12-19,0.08983301371335983,0.1171879991889,0.1210940033197403,0.1171879991889,0.1171879991889,102400
1984-12-20,0.08983301371335983,0.1171879991889,0.1210940033197403,0.1171879991889,0.1171879991889,121600
1984-12-21,0.08983301371335983,0.1171879991889,0.1210940033197403,0.1171879991889,0.1171879991889,704000
1984-12-24,0.08983301371335983,0.1171879991889,0.1210940033197403,0.1171879991889,0.1171879991889,921600
1984-12-26,0.08983301371335983,0.1171879991889,0.1210940033197403,0.1171879991889,0.1171879991889,521600
1984-12-27,0.08983301371335983,0.1171879991889,0.125,0.1171879991889,0.1171879991889,947200
1984-12-28,0.08983301371335983,0.1171879991889,0.1210940033197403,0.1171879991889,0.1171879991889,76800
1984-12-31,0.08983301371335983,0.1171879991889,0.125,0.1171879991889,0.1171879991889,457600
1985-01-02,0.09282727539539337,0.1210940033197403,0.125,0.1210940033197403,0.1210940033197403,179200
1985-01-03,0.09282727539539337,0.1210940033197403,0.1328130066394806,0.1210940033197403,0.1210940033197403,227200
1985-01-04,0.09282727539539337,0.1210940033197403,0.1328130066394806,0.1210940033197403,0.1210940033197403,390400
1985-01-07,0.0988156870007515,0.1289059966802597,0.1367190033197403,0.1289059966802597,0.1289059966802597,2652800
1985-01-08,0.11079336702823639,0.1445309966802597,0.1523440033197403,0.1445309966802597,0.1445309966802597,1190400
1985-01-09,0.11079336702823639,0.1445309966802597,0.1523440033197403,0.1445309966802597,0.1445309966802597,403200
1985-01-10,0.1137884259223938,0.1484380066394806,0.15625,0.1484380066394806,0.1484380066394806,1062400
1985-01-11,0.1137884259223938,0.1484380066394806,0.1601559966802597,0.1484380066394806,0.1484380066394806,188800
1985-01-14,0.1167825385928154,0.1523440033197403,0.1601559966802597,0.1523440033197403,0.1523440033197403,131200
1985-01-15,0.11977685987949371,0.15625,0.1640630066394806,0.15625,0.15625,320000
1985-01-16,0.11977685987949371,0.15625,0.1601559966802597,0.15625,0.15625,134400
1985-01-17,0.11977685987949371,0.15625,0.1601559966802597,0.15625,0.15625,441600
1985-01-18,0.11977685987949371,0.15625,0.1640630066394806,0.15625,0.15625,556800
